startup-notification 0.12-7
steam 1.0.0.76-1
sudo 1.9.13.p3-1
suitesparse 7.0.1-2
svt-av1 1.4.1-1
sysfsutils 2.1.1-1
systemd 253.1-3
systemd-libs 253.1-3
systemd-sysvcompat 253.1-3
t1lib 5.1.2-8
talloc 2.4.0-2
tar 1.34-2
tdb 1.4.8-1
tevent 1:0.14.1-1
texinfo 7.0.2-2
texlive-bibtexextra 2023.66579-1
texlive-bin 2023.66539-1
texlive-core 2023.66587-1
texlive-fontsextra 2023.66328-1
texlive-formatsextra 2023.66186-1
texlive-games 2023.66190-1
texlive-humanities 2023.65502-1
texlive-latexextra 2023.66551-1
texlive-music 2023.66278-1
texlive-pictures 2023.66549-1
texlive-pstricks 2023.66115-1
texlive-publishers 2023.66550-1
texlive-science 2023.66461-1
thin-provisioning-tools 1.0.3-1
thunar 4.18.4-1
tinycompress 1.2.8-2
tpm2-tss 3.2.0-3
tracker3 3.5.0-1
tree-sitter 0.20.8-1
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-liberation 2.1.5-1
ttf-ms-win11-auto 10.0.22621.525-1
ttf-opensans 1.101-2
tzdata 2023b-1
udisks2 2.9.4-1
ufw 0.36.1-1
unibilium 2.1.1-1
unixodbc 2.3.11-1
unrar 1:6.2.6-1
unzip 6.0-19
upower 1.90.0-3
upscayl-bin 2.0.1-2
usbmuxd 1.1.1-2
usbutils 015-2
util-linux 2.38.1-3
util-linux-libs 2.38.1-3
v4l-utils 1.24.1-1
vid.stab 1.1-3
vim 9.0.1420-1
vim-runtime 9.0.1420-1
visual-studio-code-bin 1.76.2-1
vkd3d 1.6-1
vmaf 2.3.1-1
volume_key 0.3.12-7
vulkan-headers 1:1.3.240-1
vulkan-icd-loader 1.3.240-1
vulkan-validation-layers 1.3.236.0-1
waybar-hyprland-git 0.9.17.r99.g473eb098-1
wayland 1.21.0-2
wayland-protocols 1.31-1
webkit2gtk 2.40.0-2
webkit2gtk-4.1 2.40.0-2
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-6
wine 8.4-1
wine-mono 7.4.0-1
winetricks 20220411-1
wireplumber 0.4.14-1
wlr-randr 0.3.0-1
woff2 1.0.2-4
wofi 1.3-2
wpebackend-fdo 1.14.1-1
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xcb-proto 1.15.2-2
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-1
xdg-desktop-portal-hyprland-git r261.e1f145d-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.1-1
xfconf 4.18.0-1
xfsprogs 6.1.1-2
xkeyboard-config 2.38-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.7-1
xorg-server-common 21.1.7-1
xorg-setxkbmap 1.3.3-2
xorg-xauth 1.1.2-1
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.6-1
xorg-xmessage 1.0.6-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xset 1.2.5-1
xorg-xwayland 23.1.0-1
xorgproto 2022.2-1
xvidcore 1.3.7-2
xxhash 0.8.1-4
xz 5.4.2-1
yay-git 11.3.1.r134.gdfa7ed5-1
zaread-git r53.86e148e-1
zathura 0.5.2-2
zathura-pdf-poppler 0.3.1-2
zenity 3.44.0-3
zimg 3.0.4-1
zlib 1:1.2.13-2
zram-generator 1.1.2-1
zsh 5.9-3
zsh-completions 0.34.0-3
zstd 1.5.4-1
zxing-cpp 2.0.0-2
zziplib 0.13.72-1
